Edition,Reviews,Ratings,Edition_Year,Price
Твердый,4.7,128,2018,195.0
Твердый,3.9,41,2018,118.0
Твердый,3.5,50,2008,199.0
Твердый,4.6,443,2009,243.0
Твердый,5.0,1,2019,449.0
Твердый,5.0,1,2016,1488.0
Мягкий,3.9,22,2017,383.0
Твердый,4.0,1,2018,117.0
Мягкий,5.0,4,2015,2949.0
Мягкий,3.7,74,2016,416.0
Твердый,5.0,2,2018,229.0
Твердый,5.0,1,2016,729.0
Другой,4.8,10,1991,529.0
Твердый,4.7,54,2015,454.0
Твердый,4.7,10,2006,480.34
Твердый,4.0,1,2017,359.0
Твердый,5.0,1,2003,1201.0
Твердый,4.3,24,2017,311.0
Твердый,4.0,287,2017,140.0
Твердый,4.7,5,2015,425.0
Твердый,4.7,5,2013,398.0
Твердый,4.4,12,2014,74.0
Твердый,4.8,9,2018,403.0
Твердый,5.0,1,2010,320.0
Другой,3.7,20,1986,373.0
Твердый,3.4,20,2015,81.0
Твердый,4.0,5,2018,300.0
Мягкий,4.0,1,2018,289.0
Твердый,5.0,1,2014,545.0
Твердый,3.9,20,2018,146.0
Твердый,5.0,1,2008,425.0
Твердый,4.6,2,1996,423.24
Твердый,5.0,1,2008,1748.0
Твердый,4.7,59,2018,325.0
Твердый,3.9,39,2011,1099.0
Твердый,4.1,8,2018,480.0
Твердый,4.5,95,2000,290.0
Твердый,5.0,1,2016,872.0
Твердый,4.6,3,2018,540.0
Твердый,4.0,96,2012,224.0
Твердый,4.7,16,2001,361.0
Твердый,4.6,2,2010,413.0
Твердый,5.0,1,2017,195.0
Твердый,5.0,2,2018,474.0
Твердый,3.7,46,2005,117.0
Твердый,4.6,5,2013,122.0
Твердый,4.0,24,2014,275.0
Твердый,4.3,12,2015,375.0
Твердый,5.0,2,2015,225.0
Твердый,5.0,10,2017,319.0
Мягкий,4.0,52,2015,5968.0
Твердый,3.7,7,2018,250.0
Мягкий,4.4,35,2009,56.0
Другой,4.7,4,2016,1006.0
Твердый,5.0,2,2011,2653.0
Твердый,4.5,5,2003,135.0
Твердый,4.2,25,2017,378.0
Твердый,5.0,5,2005,319.0
Твердый,4.4,2,2009,179.0
Твердый,3.4,45,2015,210.0
Твердый,2.0,1,2017,175.0
Твердый,4.1,10,2009,999.0
Твердый,4.1,136,2014,42.0
Твердый,4.0,8,2016,467.0
Твердый,4.7,4,2015,1528.0
Твердый,4.6,10,2017,949.0
Твердый,3.7,22,2004,247.0
Твердый,4.7,42,2012,238.0
Твердый,4.3,50,2016,215.0
Твердый,1.0,1,2019,248.0
Твердый,5.0,1,2017,1513.0
Мягкий,4.2,25,2015,779.0
Мягкий,4.8,7,2009,517.0
Твердый,5.0,4,2017,320.0
Мягкий,4.8,20,2016,61.0
Твердый,5.0,1,2015,1472.0
Твердый,4.0,244,2012,202.93
Твердый,4.7,4,2014,275.0
Твердый,3.9,11,2000,149.0
Твердый,4.7,24,2011,410.0
Твердый,4.2,19,2011,410.0
Твердый,3.6,7,1905,658.0
Мягкий,5.0,5,2019,356.0
Твердый,3.9,33,2002,872.0
Твердый,5.0,1,2011,587.0
Твердый,5.0,2,2015,609.0
Твердый,3.3,25,1996,285.0
Твердый,4.8,4,2011,385.24
Твердый,3.9,46,2018,359.0
Твердый,4.2,56,2015,369.0
Твердый,5.0,1,2008,624.0
Твердый,3.8,14,2016,735.0
Твердый,3.7,9,2008,166.0
Твердый,4.4,107,2016,899.1
Твердый,5.0,2,2019,225.0
Мягкий,5.0,3,2014,1837.0
Твердый,4.6,4,2014,450.0
Твердый,4.0,3,2013,370.0
Твердый,4.6,3,2015,205.0
Твердый,4.6,5,2010,299.0
Твердый,4.6,96,2007,147.0
Твердый,5.0,4,2018,967.0
Твердый,4.0,1,2018,594.25
Твердый,2.3,2,2010,209.0
Твердый,4.8,5,2016,3495.0
Твердый,3.9,22,2014,336.0
Твердый,4.4,11,1983,479.0
Твердый,5.0,1,2017,829.0
Мягкий,5.0,1,2013,2634.0
Твердый,4.5,670,2016,2403.0
Твердый,3.9,120,1994,295.0
Твердый,4.4,17,2017,323.52
Твердый,4.2,76,2005,266.0
Твердый,4.0,6,2017,449.0
Мягкий,4.6,223,2013,395.0
Твердый,4.6,3,2015,149.24
Твердый,3.4,7,2007,367.0
Твердый,4.0,6,2005,310.0
Твердый,4.3,12,2019,224.0
Твердый,3.9,8,2018,1499.0
Мягкий,5.0,11,2013,6840.0
Твердый,4.3,40,2019,178.0
Твердый,4.4,40,2014,249.0
Твердый,4.6,3,2018,305.0
Твердый,4.3,16,2003,225.0
Другой,3.8,30,2005,180.0
Твердый,4.0,11,2008,1108.0
Твердый,3.6,13,2017,288.0
Твердый,4.4,15,2013,372.0
Твердый,5.0,1,2014,1172.0
Твердый,4.7,34,2014,395.1
Твердый,4.3,40,2019,178.0
Мягкий,5.0,15,2017,845.0
Твердый,4.3,86,1995,243.0
Твердый,4.7,40,2017,239.0
Твердый,4.3,11,2011,410.0
Твердый,3.6,6,2018,676.0
Мягкий,4.6,34,2015,724.0
Другой,4.2,3,2015,360.0
Мягкий,4.3,17,2014,2032.0
Твердый,4.6,2,2016,286.0
Другой,5.0,2,2018,1285.0
Твердый,4.6,40,2000,450.0
Мягкий,3.5,2,2013,1538.0
Твердый,4.6,75,2013,511.0
Мягкий,4.0,2,2017,268.0
Мягкий,3.0,16,2015,339.0
Твердый,3.8,13,2010,241.0
Мягкий,4.6,3,2017,490.0
Твердый,4.3,5,2014,636.0
Мягкий,5.0,2,2009,61.0
Твердый,4.0,3,2017,299.0
Твердый,4.1,16,2016,420.89
Твердый,4.5,6,2011,598.88
Другой,4.1,14,1983,224.0
Твердый,4.2,4,2010,100.0
Твердый,4.7,11,2000,329.0
Мягкий,4.6,12,2016,799.0
Твердый,4.0,3,2002,510.0
Твердый,3.1,20,2015,315.9
Твердый,4.4,29,2015,320.0
Твердый,4.5,2,2016,339.0
Твердый,4.9,17,2009,273.0
Твердый,3.9,12,1997,223.0
Твердый,5.0,1,2018,524.0
Твердый,4.7,80,2003,609.0
Твердый,4.0,60,2013,295.0
Твердый,5.0,4,2013,315.0
Твердый,5.0,2,2015,1318.0
Твердый,3.7,117,2017,69.0
Твердый,2.9,50,2009,638.0
Твердый,4.4,8,2012,374.51
Мягкий,4.9,18,2017,1029.0
Твердый,4.5,23,2011,695.0
Твердый,4.8,6,2007,695.0
Твердый,4.6,3,2018,395.0
Мягкий,5.0,1,2011,4999.0
Мягкий,5.0,1,1988,373.0
Твердый,4.5,16,2017,146.0
Твердый,4.8,6,2018,376.0
Твердый,4.5,13,2017,238.0
Твердый,3.9,2,1900,5253.0
Твердый,4.5,70,2019,113.0
Твердый,4.7,12,2018,150.0
Твердый,5.0,1,2012,301.0
Твердый,5.0,11,2018,204.0
Твердый,4.5,2,2018,207.0
Твердый,4.5,2,1993,847.19
Твердый,4.8,6,2014,649.0
Твердый,5.0,2,2018,1038.0
Другой,5.0,3,2017,1431.0
Твердый,5.0,4,2001,347.5
Твердый,3.6,6,2017,1058.0
Твердый,5.0,2,2005,90.0
Твердый,3.5,2,2018,570.0
Твердый,4.1,2,2009,324.0
Твердый,4.4,111,2017,121.0
Твердый,4.5,2,2013,446.0
Твердый,4.3,63,2018,169.0
Твердый,4.5,14,2017,299.0
Мягкий,4.6,7,2017,859.0
Твердый,2.4,2,2015,188.0
Твердый,4.7,47,2016,176.0
Твердый,3.4,6,2007,245.0
Твердый,4.7,34,2011,584.0
Твердый,4.6,73,2013,1059.0
Твердый,5.0,2,2019,698.0
Твердый,3.8,4,2008,1367.0
Твердый,3.8,20,1964,337.0
Твердый,5.0,2,2017,1182.0
Твердый,4.6,3,2015,1505.0
Другой,3.5,2,1994,457.0
Другой,4.2,32,2007,484.0
Твердый,3.9,20,2017,185.0
Твердый,3.0,8,1995,434.0
Твердый,4.4,27,2014,399.0
Твердый,5.0,2,2003,473.0
Твердый,4.5,867,2014,94.0
Твердый,5.0,1,2001,752.0
Твердый,4.4,11,2017,232.0
Твердый,4.3,18,2012,311.0
Твердый,4.1,30,2014,239.0
Твердый,5.0,6,2014,553.0
Твердый,3.8,3,2013,273.0
Мягкий,4.8,16,2017,390.0
Твердый,4.1,45,2012,521.0
Мягкий,4.0,1,2014,1868.0
Мягкий,3.9,29,2016,391.0
Твердый,4.5,91,2017,495.0
Твердый,4.6,46,2017,344.0
Мягкий,3.6,27,2018,196.0
Твердый,5.0,1,2011,188.0
Твердый,3.9,2,2004,379.0
Твердый,5.0,3,2008,1389.0
Мягкий,5.0,1,2019,656.0
Твердый,5.0,1,2018,890.0
Твердый,3.8,17,1996,479.0
Твердый,5.0,2,2014,178.29
Мягкий,3.6,5,2012,534.0
Твердый,3.7,17,1997,281.0
Твердый,4.5,2,2008,211.0
Мягкий,5.0,7,2017,1469.0
Твердый,4.4,7,2008,309.0
Твердый,4.4,63,2016,248.0
Твердый,4.6,99,2018,144.0
Твердый,4.4,6,2017,479.0
Твердый,3.9,12,2017,214.0
Мягкий,5.0,2,2019,458.0
Твердый,3.6,20,2011,262.0
Твердый,3.0,1,2015,383.0
Твердый,5.0,4,2005,324.0
Твердый,4.5,49,2011,415.0
Твердый,5.0,26,2018,220.0
Твердый,4.6,3,2017,272.0
Мягкий,5.0,3,2018,569.0
Твердый,3.8,61,2013,363.0
Твердый,4.4,34,2013,304.0
Другой,5.0,2,2017,881.0
Твердый,5.0,3,2011,295.0
Твердый,4.8,5,2018,315.0
Твердый,3.0,2,2011,469.0
Твердый,4.3,20,2017,413.0
Твердый,4.7,3,2017,1063.0
Мягкий,5.0,5,2015,1599.0
Твердый,4.2,22,2013,310.0
Твердый,4.4,105,2017,200.0
Мягкий,4.0,3,2013,113.0
Твердый,5.0,1,2011,1519.0
Мягкий,4.7,83,2018,559.0
Твердый,4.6,3,2013,125.0
Твердый,4.0,1,2018,307.0
Твердый,3.8,14,2012,116.0
Твердый,3.8,42,2007,380.0
Твердый,4.5,49,2011,443.0
Твердый,1.0,1,2017,519.0
Твердый,3.7,14,2012,247.0
Твердый,2.0,1,2018,848.0
Твердый,4.9,10,2017,423.24
Мягкий,3.0,1,2019,4338.0
Мягкий,5.0,2,2019,639.0
Твердый,3.0,1,2008,580.0
Твердый,5.0,1,2011,645.0
Твердый,4.4,122,2006,245.0
Твердый,5.0,1,2013,346.0
Твердый,3.4,12,2017,315.0
Твердый,4.0,3,2019,520.0
Твердый,4.5,32,2010,131.35
Твердый,5.0,1,1998,2571.96
Твердый,4.1,15,2014,1028.0
Твердый,5.0,2,2017,694.0
Твердый,4.0,2,2018,245.0
Мягкий,5.0,1,2018,1065.18
Мягкий,3.5,7,0,896.0
Твердый,4.0,70,2018,240.0
Твердый,3.8,33,2011,301.0
Твердый,4.1,28,2012,399.0
Твердый,4.5,19,2016,395.1
Твердый,4.0,16,2012,309.0
Твердый,4.4,33,2013,341.0
Твердый,3.8,30,2017,261.0
Твердый,4.4,8,2005,395.1
Твердый,4.0,52,2010,489.0
Твердый,4.9,11,2018,538.26
Твердый,3.8,13,2010,277.0
Твердый,4.0,22,2013,386.0
Твердый,4.3,3,2004,167.0
Твердый,4.3,12,2017,221.0
Твердый,3.2,2,2007,223.0
Твердый,5.0,2,2011,178.0
Твердый,4.7,5,2011,475.0
Мягкий,5.0,1,1999,500.0
Твердый,5.0,1,2014,36.0
Твердый,4.8,30,2013,339.0
Мягкий,5.0,2,2015,2208.0
Твердый,3.8,4,2018,979.0
Твердый,4.6,41,2013,540.0
Твердый,2.0,3,1996,504.0
Твердый,2.9,45,2012,949.0
Твердый,3.6,3,2016,999.0
Твердый,5.0,2,2015,595.0
Твердый,5.0,1,2005,985.0
Твердый,4.0,3,2016,221.0
Твердый,3.3,10,2019,129.0
Твердый,5.0,1,1989,1028.0
Твердый,4.4,35,2011,1341.0
Твердый,1.0,1,1994,509.0
Твердый,5.0,3,2019,491.0
Мягкий,5.0,1,2011,594.0
Твердый,4.1,63,2015,175.0
Мягкий,5.0,13,2013,2006.0
Мягкий,5.0,22,2010,1415.0
Твердый,5.0,2,2018,299.0
Твердый,3.8,5,2018,589.0
Твердый,4.7,4,1987,320.0
Твердый,3.6,32,2014,99.0
Твердый,4.1,43,2012,644.0
Другой,4.6,3,2018,567.0
Твердый,3.7,8,2006,1376.0
Твердый,4.7,23,2017,375.0
Твердый,3.7,6,2000,180.0
Мягкий,4.7,21,2018,399.0
Твердый,4.2,13,2014,146.7
Твердый,3.7,8,2013,270.0
Твердый,4.4,17,2013,249.0
Мягкий,4.3,7,2016,199.0
Мягкий,5.0,1,2017,585.0
Твердый,5.0,1,1992,399.0
Твердый,4.7,8,2017,1943.0
Твердый,4.6,10,2016,319.0
Мягкий,4.6,20,2017,621.0
Мягкий,4.6,32,2016,848.44
Другой,4.7,4,1984,320.0
Твердый,5.0,1,2014,719.0
Твердый,3.8,28,2018,359.0
Твердый,3.9,22,2000,304.0
Твердый,4.5,332,2016,97.0
Твердый,5.0,2,2015,1308.0
Твердый,4.7,56,2009,1054.0
Твердый,2.0,1,2017,524.0
Твердый,4.7,4,2006,499.0
Твердый,4.5,2,2017,398.0
Твердый,4.2,152,2016,90.0
Твердый,4.2,18,2016,299.0
Твердый,3.2,2,2007,223.0
Твердый,4.7,4,2017,262.0
Твердый,4.4,3,2011,198.0
Твердый,4.3,5,2011,159.0
Твердый,3.5,2,2018,146.0
Мягкий,5.0,3,2017,600.0
Твердый,5.0,1,2017,197.0
Твердый,3.3,3,2017,340.0
Твердый,4.0,5,2019,259.0
Мягкий,3.7,3,2019,360.0
Твердый,5.0,1,2011,1118.0
Твердый,4.2,35,2015,319.82
Твердый,5.0,1,2002,993.0
Твердый,5.0,3,2014,1153.0
Твердый,4.7,379,0,123.0
Твердый,3.0,1,2008,177.0
Твердый,4.5,4,2017,449.0
Твердый,3.0,1,2014,459.0
Твердый,4.7,26,2019,248.0
Твердый,4.4,52,2016,555.0
Твердый,4.9,19,2017,355.0
Твердый,3.4,9,2013,175.0
Твердый,4.9,17,2005,460.0
Твердый,3.6,7,2017,275.0
Твердый,3.8,136,2016,131.0
Твердый,4.5,45,2018,239.0
Твердый,5.0,1,2011,373.0
Твердый,5.0,1,2013,599.0
Твердый,2.0,1,2018,388.0
Твердый,4.6,11,2003,355.0
Твердый,4.5,2,2009,252.0
Твердый,4.2,33,2018,224.0
Твердый,3.8,7,2017,185.0
Твердый,4.5,4,2001,301.0
Твердый,4.0,1,2009,1975.0
Мягкий,4.6,126,2014,1399.0
Мягкий,5.0,5,2016,824.0
Твердый,3.8,14,2006,298.0
Твердый,2.9,2,2017,371.0
Твердый,4.0,158,2018,224.0
Твердый,4.1,20,2015,153.0
Твердый,3.7,12,2017,399.0
Твердый,5.0,4,2013,1205.0
Твердый,4.0,17,2012,3607.0
Другой,4.3,41,2014,314.0
Твердый,4.0,14,2009,364.0
Твердый,4.0,11,2010,184.0
Мягкий,4.4,22,2017,499.0
Твердый,4.2,7,2008,480.0
Мягкий,5.0,3,2018,591.0
Твердый,3.8,69,2014,155.0
Твердый,4.6,3,2015,175.0
Твердый,2.9,2,2013,1835.0
Твердый,5.0,1,2019,374.0
Твердый,4.0,6,2014,30.0
Твердый,4.5,61,2015,250.0
Твердый,4.0,128,2016,284.0
Мягкий,4.5,5,2013,1379.0
Другой,5.0,1,2017,1819.0
Мягкий,4.8,12,2013,673.0
Твердый,3.7,10,2001,449.0
Мягкий,4.1,9,2013,759.0
Твердый,4.7,10,2013,232.0
Твердый,4.5,2,2018,424.0
Твердый,4.7,10,2016,519.0
Твердый,4.5,9,2013,399.0
Твердый,4.7,4,2018,185.0
Твердый,5.0,1,1997,1238.0
Твердый,4.0,1,2017,2798.0
Твердый,3.6,6,2011,860.0
Твердый,4.2,15,2015,379.0
Твердый,4.3,16,2011,449.0
Твердый,4.6,129,2016,121.0
Твердый,5.0,2,2002,4682.51
Твердый,4.4,138,2017,299.0
Твердый,4.2,48,2012,239.0
Твердый,2.9,2,2016,629.01
Твердый,5.0,3,2014,279.0
Твердый,3.4,8,2019,199.0
Другой,4.3,13,2013,449.0
Твердый,4.5,85,2012,330.0
Другой,3.9,16,2017,111.0
Твердый,4.0,1,2012,240.0
Твердый,4.3,21,2017,235.0
Твердый,4.7,18,2016,514.0
Твердый,4.3,74,2002,221.0
Твердый,4.0,1,2018,1054.0
Твердый,3.9,4,2015,449.0
Твердый,4.6,9,2011,399.0
Твердый,4.7,37,2013,409.0
Твердый,5.0,1,0,1826.0
Твердый,4.3,50,2015,69.0
Твердый,5.0,1,2008,245.0
Твердый,4.3,278,1982,200.0
Твердый,4.9,73,2017,300.0
Твердый,5.0,2,2016,335.0
Твердый,4.0,1,2012,419.0
Твердый,3.9,7,2012,379.0
Твердый,4.9,25,2016,779.0
Твердый,4.0,1,2004,604.0
Твердый,5.0,6,2014,989.0
Твердый,4.0,5,2004,599.0
Твердый,3.9,144,2006,299.0
Твердый,4.6,18,2017,330.0
Твердый,4.7,5,2018,634.0
Мягкий,5.0,2,2018,282.0
Твердый,4.8,5,2016,354.0
Твердый,3.4,3,2003,339.0
Твердый,4.0,1,2016,2202.0
Твердый,5.0,1,2018,275.0
Твердый,5.0,1,2017,1200.0
Твердый,3.8,17,2012,352.36
Твердый,4.5,4,2006,1101.0
Твердый,4.7,20,2014,299.0
Твердый,4.0,4,1999,390.0
Твердый,5.0,3,2018,392.0
Твердый,4.7,7,2010,445.1
Твердый,4.4,98,2015,299.0
Твердый,3.8,22,2014,150.0
Твердый,4.5,13,2017,185.0
Твердый,5.0,1,2013,645.0
Твердый,4.0,35,1987,319.0
Мягкий,4.7,10,2016,599.0
Твердый,3.0,2,2012,416.0
Мягкий,4.6,11,2008,682.15
Твердый,4.2,24,2015,582.0
Твердый,4.2,4,1999,250.0
Твердый,4.7,17,2012,348.44
Твердый,3.8,6,2018,324.0
Твердый,4.6,3,2015,215.0
Твердый,5.0,1,2015,664.0
Твердый,4.0,2,2018,205.0
Твердый,5.0,2,2015,1125.09
Твердый,3.4,2,2004,90.0
Другой,4.5,2,1982,239.0
Твердый,4.8,6,2019,322.0
Твердый,5.0,1,2019,263.0
Твердый,4.0,8,2013,1125.0
Твердый,5.0,1,2017,884.0
Твердый,4.0,1,2017,200.0
Твердый,5.0,3,1990,350.0
Твердый,5.0,1,2012,839.0
Твердый,2.7,3,2016,210.0
Твердый,3.6,4,2012,415.0
Твердый,3.5,12,2013,246.0
Твердый,4.4,7,2018,473.09
Твердый,5.0,1,2009,425.0
Твердый,4.6,27,2013,499.0
Твердый,3.9,5,2005,95.0
Твердый,5.0,1,2016,352.0
Твердый,4.1,13,2010,440.0
Мягкий,4.6,3,2018,259.0
Твердый,5.0,1,2006,514.0
Мягкий,3.7,4,2014,374.0
Мягкий,5.0,3,2012,2211.0
Твердый,5.0,2,2015,214.0
Твердый,3.8,60,2016,360.0
Твердый,4.7,3,1994,228.0
Твердый,4.7,50,2016,405.0
Твердый,3.7,12,2019,309.0
Мягкий,4.0,1,2002,285.0
Твердый,3.9,65,2017,184.0
Твердый,4.1,18,2005,228.0
Твердый,4.1,3,2015,149.0
Мягкий,4.4,35,2017,499.0
Твердый,5.0,1,2012,1019.0
Мягкий,4.6,5,2016,2564.0
Твердый,4.8,16,2011,600.0
Твердый,4.3,80,2012,379.0
Мягкий,1.6,3,2008,125.0
Твердый,3.7,7,2000,294.0
Твердый,3.0,1,2019,653.0
Мягкий,4.6,3,1999,484.0
Твердый,5.0,1,1991,648.0
Твердый,4.0,6,2005,354.0
Твердый,3.8,3,2010,1900.0
Твердый,4.5,220,2014,390.0
Твердый,4.9,16,2015,352.0
Твердый,4.5,11,2019,1363.0
Твердый,4.2,6,2006,499.0
Твердый,4.6,41,2013,490.0
Твердый,5.0,5,2018,318.0
Твердый,4.6,2,2012,681.0
Твердый,3.4,3,2010,350.0
Твердый,5.0,2,2017,585.0
Мягкий,4.7,21,2017,724.0
Твердый,5.0,2,2011,413.0
Твердый,3.6,18,2015,449.0
Твердый,4.4,95,2018,127.0
Твердый,4.4,20,2019,234.0
Твердый,5.0,2,2018,203.0
Твердый,4.3,21,2017,179.0
Твердый,5.0,1,2015,369.0
Твердый,4.0,5,2009,299.0
Твердый,4.7,4,2017,539.0
Мягкий,4.0,8,2015,1032.0
Твердый,4.2,17,2018,478.95
Твердый,3.9,9,2016,325.0
Мягкий,4.5,19,2015,547.0
Твердый,3.9,606,2018,218.0
Твердый,3.5,4,2012,374.0
Твердый,5.0,1,2005,130.0
Твердый,4.0,1,2003,556.0
Мягкий,4.6,54,2018,330.0
Твердый,5.0,1,1988,463.0
Твердый,5.0,3,2018,149.0
Твердый,4.3,17,2019,409.18
Твердый,4.4,29,2001,695.0
Твердый,4.3,74,2002,221.0
Твердый,4.3,6,2009,301.0
Твердый,5.0,2,2018,181.0
Твердый,4.1,68,2012,269.0
Твердый,3.3,3,2015,369.0
Твердый,4.6,7,2005,417.0
Твердый,4.7,8,2012,1439.0
Мягкий,4.3,1248,2016,409.0
Твердый,4.0,35,1987,319.0
Твердый,5.0,1,2014,1783.0
Твердый,5.0,3,2017,120.0
Мягкий,5.0,2,2018,282.0
Твердый,4.8,12,2019,280.0
Твердый,4.7,8,2017,304.0
Твердый,4.2,42,2017,130.0
Твердый,4.5,2,2012,299.0
Твердый,4.1,5,2015,229.0
Мягкий,4.8,6,2009,875.0
Твердый,4.8,7,2002,300.0
Твердый,3.5,5,2016,445.0
Мягкий,5.0,2,2011,949.0
Твердый,3.1,5,2018,131.35
Мягкий,5.0,1,2016,3042.0
Твердый,4.7,11,2011,247.0
Твердый,3.9,41,2017,310.0
Твердый,4.0,112,2017,116.0
Твердый,5.0,1,2016,1000.0
Твердый,2.7,76,2006,95.0
Твердый,4.0,62,2015,249.0
Твердый,4.0,3,2009,1114.5
Твердый,4.7,20,2016,184.0
Твердый,3.9,17,2012,199.0
Твердый,4.9,13,2015,843.0
Мягкий,5.0,3,2018,1076.0
Твердый,4.2,5,2018,209.0
Твердый,5.0,2,2015,584.0
Твердый,4.0,1,2017,2799.0
Твердый,4.2,153,2014,119.0
Твердый,5.0,9,2005,324.0
Твердый,4.2,18,2010,320.0
Твердый,4.0,220,2010,130.0
Твердый,4.0,2,2008,295.0
Твердый,4.1,4,2017,2211.0
Твердый,4.0,82,2010,339.0
Твердый,4.0,1,2006,550.0
Твердый,3.9,19,1992,415.0
Мягкий,5.0,1,2015,980.0
Другой,4.0,1,1985,399.0
Твердый,4.6,14,2012,359.9
Мягкий,4.1,82,2009,2442.0
Твердый,4.5,6,2016,407.0
Твердый,2.7,5,2015,97.0
Твердый,2.1,3,2008,345.0
Твердый,1.0,1,2016,712.0
Твердый,4.6,6,2003,260.0
Твердый,4.1,42,2019,323.52
Твердый,4.5,25,2011,292.0
Твердый,3.8,20,2018,186.0
Твердый,4.5,2,2018,218.0
Твердый,4.3,5,2017,911.0
Мягкий,3.9,261,2017,322.0
Твердый,3.7,3,2015,1736.0
Твердый,4.5,21,2012,234.0
Другой,3.0,1,2011,280.0
Твердый,4.2,149,2016,261.0
Мягкий,4.4,30,2016,494.0
Другой,3.0,1,2017,98.0
Твердый,3.1,9,2016,1620.0
Твердый,2.0,1,2006,249.0
Твердый,4.0,1,2015,629.0
Твердый,5.0,3,2018,479.0
Твердый,3.3,3,2013,39.0
Твердый,4.1,56,2017,69.0
Твердый,5.0,4,2017,349.0
Мягкий,4.7,295,2018,420.0
Твердый,4.7,4,2005,354.0
Твердый,4.4,30,2011,1460.0
Твердый,4.6,5,2010,683.0
Твердый,4.4,11,2011,824.0
Твердый,4.3,165,2005,199.0
Твердый,4.6,16,2016,470.49
Твердый,4.3,11,2016,295.0
Твердый,4.0,21,1996,292.0
Мягкий,4.4,11,2014,202.0
Твердый,5.0,2,2015,501.0
Твердый,4.5,44,2012,153.0
Твердый,3.5,17,2016,359.0
Мягкий,4.7,36,2018,508.0
Твердый,4.5,8,2012,321.0
Твердый,2.9,5,2017,474.0
Твердый,4.4,33,2004,205.0
Твердый,5.0,1,2015,999.0
Твердый,3.8,13,2017,374.25
Твердый,4.5,45,2016,335.0
Твердый,4.1,46,2016,279.0
Мягкий,5.0,1,2018,484.0
Твердый,1.4,36,2018,203.0
Мягкий,5.0,1,2018,4289.29
Спиральный,4.7,12,1986,484.0
Твердый,4.5,40,2013,265.0
Твердый,4.0,1,2013,350.0
Твердый,4.4,11,2003,626.25
Твердый,3.6,6,2014,88.0
Твердый,3.1,9,2016,1557.0
Мягкий,4.4,26,2018,411.0
Твердый,5.0,3,2010,527.0
Твердый,5.0,4,2016,1610.0
Твердый,4.7,16,2018,449.0
Твердый,4.5,2,2001,862.0
Мягкий,5.0,2,2019,560.0
Твердый,2.5,3,2010,373.24
Твердый,4.3,74,2017,139.0
Твердый,5.0,6,2017,473.21
Твердый,4.7,5,2018,467.0
Твердый,4.0,5,2018,175.0
Твердый,3.9,6,2006,999.0
Твердый,5.0,9,2019,235.14
Твердый,4.0,1,2003,459.0
Твердый,4.2,34,2010,198.0
Твердый,5.0,12,2019,1039.0
Твердый,3.0,1,2009,629.0
Мягкий,5.0,5,2015,1128.0
Твердый,3.7,8,2010,125.0
Твердый,4.6,3,2006,369.0
Мягкий,5.0,4,2012,759.0
Твердый,4.5,22,2015,560.0
Твердый,4.1,450,2016,106.0
Твердый,3.6,123,2016,206.0
Мягкий,5.0,4,2013,7195.0
Твердый,4.3,74,2014,149.0
Твердый,4.0,1,2003,113.0
Твердый,4.4,133,2006,138.0
Твердый,4.0,52,2016,349.0
Твердый,5.0,1,2019,374.0
Мягкий,5.0,3,2018,1124.0
Твердый,3.8,9,2016,727.0
Твердый,5.0,4,1994,378.0
Твердый,4.6,12,2000,1449.0
Твердый,4.3,11,2016,466.68
Твердый,3.9,56,2017,243.0
Твердый,5.0,1,2015,747.0
Твердый,4.3,68,2018,724.0
Твердый,4.3,17,2014,330.0
Твердый,5.0,4,2017,493.0
Твердый,3.2,5,2005,99.0
Твердый,5.0,1,2015,453.0
Твердый,4.8,5,2019,416.0
Твердый,5.0,1,2018,8999.0
Мягкий,4.4,34,2018,465.0
Твердый,4.8,27,2019,139.3
Твердый,5.0,2,2002,1392.0
Твердый,4.6,64,2014,2747.0
Твердый,5.0,1,2010,770.0
Твердый,5.0,2,2017,1586.0
Твердый,5.0,1,2018,1094.0
Твердый,5.0,1,2016,399.0
Твердый,4.1,18,2014,386.0
Мягкий,3.5,9,2018,496.0
Твердый,4.0,14,2019,299.0
Твердый,3.8,4,2012,520.0
Твердый,1.0,1,2015,296.0
Мягкий,4.7,7,2018,748.0
Твердый,4.7,5,2019,409.18
Другой,4.4,21,2011,199.87
Твердый,4.3,30,2012,577.0
Твердый,4.3,10,2016,128.0
Твердый,5.0,1,2009,534.0
Мягкий,5.0,2,2015,539.0
Твердый,4.4,47,2013,123.0
Твердый,5.0,2,2008,247.0
Твердый,4.2,298,2011,117.0
Твердый,3.7,51,2011,262.0
Мягкий,4.0,2,2015,519.0
Твердый,5.0,1,2018,131.0
Твердый,4.0,1,2003,377.0
Твердый,3.0,1,2012,709.0
Твердый,4.5,2,2011,209.0
Твердый,4.3,6,2003,590.0
Твердый,4.7,70,2015,379.0
Мягкий,4.6,50,2017,482.0
Твердый,3.8,4,2016,1051.0
Твердый,4.3,5,2017,359.0
Твердый,4.7,3,2016,315.0
Мягкий,5.0,1,2019,979.0
Твердый,5.0,1,2016,128.0
Твердый,4.0,1,2018,353.0
Твердый,4.5,139,2008,445.0
Твердый,5.0,1,2017,1285.0
Твердый,3.0,1,2019,704.0
Твердый,4.2,14,1999,166.0
Твердый,4.1,12,2015,275.0
Твердый,3.4,10,2009,1160.0
Мягкий,5.0,2,2009,1476.79
Твердый,5.0,1,2009,981.0
